,클래스ID,강의시작일,강의종료일,강사명,담당 매니저,강사 구분,언어(수업),총지급 강사료,클래스 수업료,class 종류,장소
2247,oFGCYSfo,2022-07-30,2023-04-12,최성민,서민지,Korean,일본어,"35,000","82,000",1:1 (임원),
2248,CsDvG7PW,2023-04-06,2023-10-19,최성민,한승현,Korean,기타,"219,000","420,000",1:1 (임원),"서울 강남구 강남대로 328 (역삼동, 강남역 쉐르빌)"
2249,AECJ34bW,2023-03-20,2023-07-18,서준후,정유나,Korean,중국어,"960,000","1,584,000",Intensive,충북 청주시 흥덕구 2순환로 959 (향정동)
2250,zSZYRQ8I,2023-02-07,2023-05-09,문준예,송민재,Korean,베트남어,"240,000","510,000",Group,"서울 송파구 정의로8길 9 (문정동, AJ빌딩)"
2251,QbX7XOFU,2023-04-15,2023-07-12,김원지,유하늘,Korean,영어,"132,000","296,000",Group,"서울 중구 장충단로 275 (을지로6가, 두산타워빌딩)"
2252,VvFbWjbl,2023-02-21,2023-05-16,김원지,박지후,Korean,중국어,"231,000","560,000",Group,"서울 용산구 원효로 74 (원효로4가, 현대자동차원효로사옥)"
2253,Yj5hmfwL,2023-03-24,2023-07-23,송아예,이재민,Korean,일본어,"190,000","347,500",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2254,wyjte1CT,2022-11-21,2023-04-22,송아예,이시윤,Korean,일본어,"266,000","486,500",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2255,taYv5f65,2023-02-21,2023-04-22,송아예,이시윤,Korean,일본어,"228,000","417,000",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2256,VyaRE2si,2023-03-26,2023-07-23,송아예,이재민,Korean,일본어,"190,000","347,500",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2257,1gAnxLWY,2022-09-10,2023-04-22,송아예,문다온,Korean,일본어,"76,000","170,000",1:1 (임원),"서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)"
2258,1xV28gRG,2023-01-21,2023-07-23,임원서,오준희,Korean,일본어,"370,000","695,000",Group,그린팩토리 24층 건축 전용 회의실
2259,6RzAC8Wi,2023-01-21,2023-07-23,임원서,오준희,Korean,일본어,"323,750","608,125",Group,그린팩토리 17층 회의실
2260,HfxtCGgi,2023-01-21,2023-07-23,임원서,오준희,Korean,일본어,"388,500","729,750",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2261,vi884iK7,2023-02-26,2023-07-23,임원서,오준희,Korean,일본어,"388,500","729,750",Group,
2262,qWL4csuP,2023-03-28,2023-07-23,임원서,오준희,Korean,기타,"148,000","278,000",Group,서현역 AK플라자 분당스퀘어 11층 4회의실
2263,lgDOjv9i,2023-01-28,2023-05-20,임원서,이시윤,Korean,일본어,"333,000","835,000",Group,"경기 성남시 분당구 판교로 255 (삼평동, 판교 이노밸리)"
2264,CT3jdajc,2023-01-23,2023-07-23,문민채,한예원,Korean,일본어,"330,000","695,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2265,fGyJtj8k,2023-02-21,2023-04-22,문민채,한예원,Korean,일본어,"264,000","556,000",Group,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
2266,dFrekKIc,2022-10-08,2023-07-23,문민채,장은서,Korean,일본어,"297,000","630,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2267,aWW2654B,2022-12-25,2023-07-23,문민채,오현서,Korean,영어,"297,000","990,000",1:1 (임원),경기 성남시 분당구 판교역로 221 (삼평동)
2268,lmnWktw5,2023-01-28,2023-04-22,송수도,강태윤,,일본어,"480,000","1,032,000",Group,"인천 중구 공항로424번길 47 (운서동, 인천국제공항공사)"
2269,LhbHyj3o,2023-03-26,2023-04-16,송윤우,강혜린,Korean,일본어,"108,000","225,000",1:1 (임원),
2270,I8b9cGt7,2023-03-26,2023-04-16,송윤우,강혜린,Korean,일본어,"266,000","450,000",1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2271,I8b9cGt7,2023-04-17,2023-07-05,송윤우,강혜린,Korean,일본어,"164,000","300,000",1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2272,YbzdG97o,2023-01-18,2023-04-17,송윤우,강혜린,Korean,일본어,"820,000","1,500,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2273,GVsNgREw,2023-02-27,2023-07-23,송윤우,한예원,Korean,일본어,"216,000","417,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2274,X62A2Tct,2023-03-25,2023-07-23,송윤우,한예원,Korean,일본어,"62,000","139,000",Group,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
2275,E2NPXN87,2023-01-22,2023-07-23,송윤우,한예원,Korean,일본어,"252,000","486,500",Group,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
2276,ZIQnWSwM,2023-02-25,2023-05-09,서하윤,조유진,Korean,스페인어,"510,000","846,000",Group,전남 곡성군 곡성읍 곡성로 795 (읍내리)
2277,AWk9aEZX,2023-02-04,2023-05-10,서하윤,조유진,Korean,스페인어,"500,000","940,000",Group,"전남 나주시 전력로 55 (빛가람동, 한국전력공사)"
2278,nfcIg4Av,2023-03-04,2023-04-17,오도민,임하린,Korean,중국어,"325,475","440,000",Group,"광주 북구 앰코로 70 (오룡동, 삼성전자광주공장)"
2279,tQoe7Ro7,2023-02-04,2023-05-10,오도민,조유진,Korean,중국어,"825,000","1,200,000",Group,전남 장성군 장성읍 영천리 689
2280,rWQ8HYX0,2023-04-15,2023-07-08,강아현,박지후,Korean,영어,"157,500","382,500",Language lab,"서울 강남구 삼성로85길 26 (대치동, V&S)"
2281,rWQ8HYX0,2023-01-21,2023-04-10,강아현,박지후,Korean,영어,"210,000","510,000",Language lab,"서울 강남구 삼성로85길 26 (대치동, V&S)"
2282,xMqjFZTG,2023-01-22,2023-04-16,강아현,박지후,Korean,영어,"262,500","637,500",Language lab,"서울 강남구 삼성로85길 26 (대치동, V&S)"
2283,xMqjFZTG,2023-04-18,2023-07-11,강아현,박지후,Korean,영어,"52,500","127,500",Language lab,"서울 강남구 삼성로85길 26 (대치동, V&S)"
2284,OCKahnvv,2023-01-15,2023-07-23,오지현,문지후,Korean,일본어,"114,000","225,000",Group,"서울 서초구 헌릉로 13 (염곡동, 대한무역투자진흥공사(코트라))"
2285,c7raYX7p,2021-08-31,2023-07-23,오지현,박하은,Korean,일본어,"152,000","380,000",1:1 (임원),
2286,2YToWP4M,2022-02-26,2023-07-23,오지현,문다온,Korean,일본어,"350,000","700,000",1:1 (임원),여의도 트윈타워
2287,jnmpcnuQ,2023-01-29,2023-05-23,오지현,이시윤,Korean,일본어,"266,000","655,000",Group,"경기 성남시 분당구 판교로 255 (삼평동, 판교 이노밸리)"
2288,5lK0l4uD,2023-02-04,2023-04-22,임후원,강혜린,F2/F5/F6,중국어,"640,000","1,040,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2289,xym5mN9s,2023-03-05,2023-06-21,윤민채,김민준,Korean,독일어,"800,000","1,000,000",1:1 (임원),"서울 강남구 강남대로 488 (논현동, 대남빌딩)"
2290,7LmCylge,2023-02-04,2023-05-07,장우아,최현우,Korean,스페인어,"660,000","1,034,000",Group,"대구 달성군 화원읍 천내리 340, 한국전력공사 남대구지사, 2층 톡톡카페"
2291,o3eZOmOU,2023-02-04,2023-05-07,장우아,최현우,Korean,스페인어,"525,000","987,000",Group,"대구 수성구 수성동4가 1000-1, 한국전력공사 대구본부 전력관리처, 4층 전력수급상황실"
2292,05qWXiA2,2023-02-04,2023-05-07,장우아,최현우,Korean,스페인어,"600,000","1,128,000",Group,"대구 북구 침산동 447-2, 한국전력공사 대구본부직할, 3층 노조사무실"
2293,rWney1tl,2022-02-20,2023-04-22,윤예채,박수호,Korean,일본어,"297,000","765,000",1:1 (임원),비타민홀 접견실 102호
2294,AZIf4AEK,2022-03-26,2023-05-20,유예아,최은우,Korean,일본어,"418,000","858,000",Group,"부산 연제구 거제천로270번길 16 (연산동, 동아에스티(주) 부산지점)"
2295,NJOKydvu,2023-02-11,2023-05-07,강원윤,최은우,Korean,스페인어,"600,000","1,128,000",Group,"경남 김해시 김해대로 2399 (부원동, 한국전력공사김해지점)"
2296,IE5my2aL,2023-02-11,2023-05-03,오예민,최은우,Korean,중국어,"350,000","800,000",Group,부산 부산진구 중앙대로 548-1 (범천동)
2297,a7NGbuSe,2023-02-11,2023-05-03,오예민,최은우,Korean,중국어,"420,000","960,000",Group,2층 회의실 (회색건물)
2298,n13quTav,2023-02-25,2023-03-29,문민아,송아린,F2/F5/F6,중국어,"1,000,000","2,360,000",Intensive,경기 화성시 삼성전자로 1-1 (반월동)
2299,cnvCqXKO,2023-03-03,2023-07-23,최우우,서지훈,F2/F5/F6,일본어,"108,000","255,000",1:1 (임원),"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
2300,N0L1f1Ut,2023-03-01,2023-07-05,송도채,강혜린,Korean,중국어,0,"5,000,000",1:1 (임원),"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2301,SlMW3RJw,2022-09-25,2023-07-05,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2302,wmqn8zIL,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2303,8WpyGGQJ,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2304,mdiYNEyT,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2305,vMzUQD56,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2306,rz1qIvws,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2307,v3amZjPn,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2308,wQWqnAJe,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2309,evHWn9hQ,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2310,xG2YVB2p,2022-08-06,2023-05-03,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2311,3vEvTpPb,2022-08-06,2023-07-06,송도채,강혜린,Korean,중국어,0,0,1:1 (임원),
2312,a3baQfg4,2023-02-05,2023-04-18,김서서,김태민,Korean,중국어,"480,000","1,085,000",Group,"인천 동구 인중로 468 (만석동, 두산인프라코어(주))"
2313,Y1DMzoys,2023-01-25,2023-04-19,김서서,강태윤,Korean,중국어,"266,000","602,000",Group,"인천 중구 공항로424번길 47 (운서동, 인천국제공항공사)"
2314,TrhSZrqN,2022-10-15,2023-07-05,김준도,김서진,Korean,영어,"245,000","525,000",1:1 (임원),"서울 종로구 종로 26 (서린동, SK서린동빌딩)"
2315,9uwQCIQu,2023-01-21,2023-07-23,김준도,황수현,Korean,영어,"245,000","574,000",Language lab,서울 동대문구 천호대로 64 (용두동)
2316,mET0puZ3,2023-04-15,2023-06-10,김준도,박지후,Korean,영어,"105,000","180,000",Group,
2317,pFIb06W5,2023-04-15,2023-06-10,김준도,박지후,Korean,영어,"105,000","180,000",Group,
2318,0YWE0NCz,2023-04-09,2023-07-23,김준도,배도희,Korean,영어,"70,000","140,000",1:1 (임원),"서울 용산구 한강대로 32 (한강로3가, 엘지유플러스)"
2319,58TBGIJG,2023-02-04,2023-04-12,김준도,정다인,Korean,영어,"210,000","462,000",Group,
2320,xnw62Wg7,2023-01-15,2023-07-23,김준도,유하늘,Korean,영어,"175,000","425,000",1:1 (임원),"서울 중구 을지로 100 (을지로2가, 파인애비뉴)"
2321,3XcBVUV7,2023-02-21,2023-05-21,김준도,박지후,Korean,영어,"210,000","480,000",Group,"서울 용산구 원효로 74 (원효로4가, 현대자동차원효로사옥)"
2322,bNLaIhtC,2022-06-26,2023-07-23,오아성,오준희,Korean,일본어,"240,000","417,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2323,jAhMPc5q,2022-07-27,2023-07-23,오아성,한승현,Korean,기타,"120,000","198,000",1:1 (임원),경기 화성시 효행로 1339 (반월동)
2324,Km4S84w4,2023-02-06,2023-05-08,한준아,송민재,Korean,베트남어,"240,000","510,000",Group,"서울 송파구 정의로8길 9 (문정동, AJ빌딩)"
2325,qxRTx5HR,2023-03-20,2023-07-18,강도채,강혜린,F2/F5/F6,중국어,"768,000","1,584,000",Group,"경기 이천시 부발읍 경충대로 2091 (아미리, 에스케이하이닉스)"
2326,K0933wqu,2023-03-25,2023-04-22,한하성,이시윤,Korean,중국어,"320,000","834,000",Group,"서울 강남구 강남대로 308 (역삼동, 랜드마크타워)"
2327,HyVRcIE5,2023-02-04,2023-05-07,송민민,최현우,F2/F5/F6,중국어,"462,000","960,000",Group,"대구 북구 침산동 447-2, 한국전력공사 대구본부직할, 2층 북카페"
2328,eJE2Kt4E,2023-01-21,2023-07-23,임예수,오준희,Korean,일본어,"296,000","556,000",Group,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
2329,F3Mo7RAu,2022-11-19,2023-05-22,박예호,문다온,Korean,영어,"342,000","693,000",Group,"서울 송파구 올림픽로43길 88 (풍납동, 서울아산병원)"
2330,oTjkgphO,2023-02-21,2023-05-23,박예호,강태윤,Korean,영어,"255,000","600,000",1:1 (임원),"서울 강남구 영동대로 416 (대치동, 케이티앤지 타워)"
2331,fYAjM1LW,2023-01-22,2023-04-18,박예호,송우진,Korean,영어,"204,000","540,000",Group,"서울 중구 을지로5길 19 (수하동, FERRUM TOWER)"
2332,Lv8BB939,2023-01-22,2023-04-18,박예호,송우진,Korean,영어,"204,000","540,000",Group,"서울 중구 을지로5길 19 (수하동, FERRUM TOWER)"
2333,GD1xzbr7,2022-12-03,2023-07-23,박예호,오현서,Korean,영어,"160,000","450,000",1:1 (임원),"서울 강남구 테헤란로113길 12 (삼성동, 강남경찰서(임시))"
2334,ogb6veJ6,2023-03-30,2023-04-20,박예호,박하은,Korean,영어,"102,000","330,000",1:1 (임원),서울 강남구 대치동 989-2
2335,Wupyhzhk,2023-03-25,2023-07-01,문아현,임시현,F2/F5/F6,중국어,"440,000","825,000",Group,"경북 안동시 풍천면 도청대로 455 (갈전리, 경상북도청)"
2336,PPUCwpMZ,2023-04-08,2023-06-27,유수하,강시우,Korean,중국어,"360,000","675,000",Group,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)"
2337,cTj1vJ6s,2023-02-04,2023-05-10,윤호민,문지후,F2/F5/F6,일본어,"470,000","940,000",Group,경기 의정부시 용민로19번길 6 (용현동)
2338,u14b5ofe,2023-04-17,2023-07-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2339,u14b5ofe,2023-01-07,2023-04-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2340,VCL6dMJ7,2023-01-07,2023-04-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2341,VCL6dMJ7,2023-04-17,2023-07-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2342,5e9WivqG,2023-01-07,2023-04-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2343,5e9WivqG,2023-04-17,2023-07-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2344,NkH6AQEW,2023-01-07,2023-04-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2345,NkH6AQEW,2023-04-17,2023-07-10,강후현,강민성,Korean,영어,0,0,Group,"서울 구로구 디지털로31길 93 (구로동, 구로종합사회복지관)"
2346,v6fZYxJS,2023-02-26,2023-07-23,윤하현,오현서,Korean,중국어,"256,000","640,000",1:1 (임원),"서울 강남구 테헤란로 202 (역삼동, 한국은행 강남본부, 금융결제원)"
2347,EgHhDldO,2022-11-28,2023-07-23,윤하현,한예원,Korean,중국어,"256,000","556,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2348,vnToqyGc,2023-01-21,2023-07-23,윤하현,한예원,Korean,중국어,"256,000","556,000",Group,"경기 성남시 분당구 불정로 6 (정자동, 그린팩토리)"
2349,sdlqQAzo,2023-01-31,2023-04-30,윤하현,오현서,Korean,중국어,"224,000","560,000",Group,"서울 중구 세종대로 39 (남대문로4가, 대한서울상공회의소)"
2350,IO4ordIG,2022-11-12,2023-09-13,윤하현,박수호,Korean,중국어,"214,000","560,000",1:1 (임원),"서울 강남구 테헤란로 432 (대치동, DB금융센터)"
2351,ZGahaJIj,2022-12-17,2023-06-07,윤하현,송우진,Korean,중국어,"384,000","840,000",Group,"서울 강남구 강남대로 372 (역삼동, FINE TOWER)"
2352,kvXwDDWS,2023-03-25,2023-04-22,박도예,오준희,Korean,인니어,"630,000","1,332,000",Group,"서울 서초구 남부순환로 2271 (방배동, CJ방배사옥)"
2353,sGVd8xa8,2023-01-02,2023-07-23,박도예,박하은,Korean,인니어,"140,000","400,000",1:1 (임원),"경기 성남시 분당구 판교로 310 (삼평동, SK케미칼 연구소)"
2354,a6RZf8Mh,2023-02-18,2023-04-26,김윤서,서지훈,Korean,기타,"639,840","1,440,000",Language lab,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
2355,Dovp8L2i,2023-03-01,2023-04-26,김윤서,서지훈,Korean,기타,"80,000","180,000",Group,"서울 강동구 상일로6길 26 (상일동, 글로벌엔지니어링센터)"
2356,1h5HRHM1,2023-01-21,2023-04-17,문호하,오현서,Korean,영어,"800,000","1,700,000",Group,"경기 성남시 분당구 성남대로343번길 9 (정자동, 에스케이유타워)"
2357,Lci5HA9m,2023-03-25,2023-03-31,문호하,이시윤,Korean,영어,"40,000","69,500",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2358,wQaPCdr8,2023-04-01,2023-05-23,문호하,이재민,Korean,영어,"120,000","208,500",Group,"경기 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)"
2359,cnJtnYbD,2023-02-21,2023-05-23,문호하,이재민,Korean,영어,"320,000","556,000",Group,"경기 성남시 분당구 분당내곡로 117 (백현동, 크래프톤타워)"
2360,yZEyyfQc,2023-03-28,2024-07-23,문호하,박하은,Korean,영어,"480,000","1,020,000",1:1 (임원),"경기 용인시 기흥구 이현로30번길 107 (보정동, (주)녹십자)"
2361,SrOOkSNO,2023-03-26,2023-03-27,문호하,박하은,Korean,영어,"40,000","85,000",1:1 (임원),"경기 용인시 기흥구 이현로30번길 107 (보정동, (주)녹십자)"
2362,tb1P27YA,2023-04-01,2023-07-23,문호하,장은서,Korean,영어,"160,000","280,000",Co-Active Learning,"경기 화성시 삼성전자로 1 (반월동, 삼성전자(주))"
2363,eZrzd30i,2023-02-05,2023-07-23,문호하,정하윤,Korean,영어,"280,000","490,000",1:1 (임원),수원시 영통구 삼성전자 수원사업장
